,Tweets
1389,"@qammander @BlogDrive Brahmastra box office
Total India net:278cr, India gross:323Cr, overseas:119 Cr, Worldwide:442Cr 
Rights sold in 300cr,budget 410, total:442+300:742Cr, profit 332Cr 
Chal Nikal andhbhakt jhantu Hawa ande
250 gram😎👊"
1390,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
1391,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
1392,"RT @RanbirKUniverse: Brahmastra as well as YJHD album ruling the charts 💥💥

#brahmastra https://t.co/AcRMffSf37"
1393,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
1394,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
1395,"RT @aBunny_RK: Awaaz de the best motivational track &lt;3 
#Brahmastra https://t.co/1jYGbwK5JV"
1396,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
1397,"RT @Harmindarboxoff: I personally feel from the hints given in part 1 of #Brahmastra , that #RanbirKapoor will be Dev , he will undergo mas…"
1398,RT @aroraabhishek34: #biggboss16 Archana Gautam Use Brahmastra ( Sil batta ) In Captaincy Task 😂😂 #ArchanaGautam #biggboss16 #BB16 https://…
1399,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1400,"RT @RanbirKUniverse: Brahmastra as well as YJHD album ruling the charts 💥💥

#brahmastra https://t.co/AcRMffSf37"
1401,RT @BlogDrive: #Brahmastra is a clean Hit. Any Goon who thinks that he is a trade analyst just because some producers paid him money to sto…
1402,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1403,"RT @MxefrtEffort: @BlogDrive "" Nonsense has to be stopped "" because i got paid so I'm going to stop tweeting about CringeAstra 
-  Abhishek…"
1404,"RT @Harmindarboxoff: I personally feel from the hints given in part 1 of #Brahmastra , that #RanbirKapoor will be Dev , he will undergo mas…"
1405,"RT @MumbaichaDon: Heard that Karan""Joker""has bid Good-bye to Twitter saying""Making space for more +ve energies; too much trolling""!!

Wonde…"
1406,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1407,"@naveentasai @Aqueel80901313 @UmairSandu Brahmastra box office
Total India net:278cr,I ndia gross:323Cr, overseas:119 Cr, Worldwide:442Cr 
Rights sold in 300cr,budget 410, total:442+300:742Cr, profit 332cr 
Chal Nikal be andhbhakt jhantu Hawa ane de 250 gram😎👊👊💯"
1408,"#Brahmastra #Oct10Mon #Day32 collection 19,79,967₹ from 13% (9,803 #Hindi, 98 #Tamil &amp; 22 #Telugu) tickets, 427 shows (5 full houses), 314 cinemas (80 cities) https://t.co/K42PDhBWAb https://t.co/bEIeex7ESb"
1409,"RT @tollymasti: #Brahmastra 28 Days collections ✅
#Ranbirkapoor #AliaBhatt #Nagarjuna #Mouniroy #AmitabhBachchan 
Follow us 👉 @tollymasti h…"
1410,"RT @MumbaichaDon: Heard that Karan""Joker""has bid Good-bye to Twitter saying""Making space for more +ve energies; too much trolling""!!

Wonde…"
1411,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
1412,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
1413,"@AghorSoumitra @Billysophist @GemsOfBollywood So As per your logic ""if brahmastra trilogy collects 1000cr Worldwide, it will make 250cr profit"" Is a false statement 😂😂😂😂

Cause minimum budget of whole Trilogy would be 1210cr+ (minimum) 😏 and if a movie with that budget collects just 1000cr WW then it would be a FLOP 😏"
1414,RT @oldschoolmonk: He couldn't withstand trolling over Brahmastra 😅 https://t.co/ApXYyOJf4N
1415,"#Brahmastra #Oct10Mon #Day32 collection 19,79,967₹ from 13% (9,803 #Hindi, 98 #Tamil &amp; 22 #Telugu) tickets, 427 shows (5 full houses), 314 cinemas (80 cities) https://t.co/BonW8jRRUx https://t.co/lfqqNZeLsJ"
1416,"RT @bbkhabriilal: #ArchanaGautam is using her main astra ""Sil batta"" in the task 🤣🤣🤣.

 her #Brahmastra

#biggboss16 https://t.co/xOLg2fJQCl"
1417,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
1418,"RT @RanbirKUniverse: Brahmastra as well as YJHD album ruling the charts 💥💥

#brahmastra https://t.co/AcRMffSf37"
1419,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
1420,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
1421,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
1422,"RT @calmolive: @Harmindarboxoff @kamaalrkhan @taran_adarsh If Brahmastra was a Hit
Karan Johar would not have left Twitter

You are a Paid…"
1423,"RT @black_demon_5: Still Katrina has more and various dialogues  in promo jitne alia ke pure brahmastra movie me nahi the.
Shhhivvva
#Katri…"
1424,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
1425,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
1426,"RT @MumbaichaDon: Heard that Karan""Joker""has bid Good-bye to Twitter saying""Making space for more +ve energies; too much trolling""!!

Wonde…"
1427,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
1428,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
1429,"RT @Harmindarboxoff: I personally feel from the hints given in part 1 of #Brahmastra , that #RanbirKapoor will be Dev , he will undergo mas…"
1430,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1431,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
1432,RT @BlogDrive: #Brahmastra is a clean Hit. Any Goon who thinks that he is a trade analyst just because some producers paid him money to sto…
1433,"@BlogDrive Agree that Brahmastra = Adipursh 
only that Adipursh has time to fix their issue ."
1434,@Vedika_jainn I can say after see Brahmastra😜
1435,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
1436,"@BlogDrive PS1 grossed over 300+ within 10 days . 
Brahmastra took forever to gross even the half of their scam budget . 
even ayan , Karan where not sure of their original budget ."
1437,"RT @Brahmstra2: Happy Birthday guruji 🕉️❤️ 

#AmitabhBachchan #brahmastra #happybday https://t.co/PwUXCMjitZ"
1438,"Happy Birthday guruji 🕉️❤️ 

#AmitabhBachchan #brahmastra #happybday https://t.co/PwUXCMjitZ"
1439,"RT @black_demon_5: Still Katrina has more and various dialogues  in promo jitne alia ke pure brahmastra movie me nahi the.
Shhhivvva
#Katri…"
1440,RT @BlogDrive: #Brahmastra is a clean Hit. Any Goon who thinks that he is a trade analyst just because some producers paid him money to sto…
1441,@helloroshan25 @Harmindarboxoff Is farji aadmi se kya pooch rahe ho? He is a fake account. The verdict for #VikramVedha is same as brahmastra semi hit post pandemic.
1442,"RT @RanbirKUniverse: Brahmastra as well as YJHD album ruling the charts 💥💥

#brahmastra https://t.co/AcRMffSf37"
1443,"Happy Birthday guruji 🕉️❤️

#brahmastra #Brahamastra https://t.co/f5EwtArwe6"
1444,"RT @MumbaichaDon: Heard that Karan""Joker""has bid Good-bye to Twitter saying""Making space for more +ve energies; too much trolling""!!

Wonde…"
1445,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
1446,"RT @MumbaichaDon: Heard that Karan""Joker""has bid Good-bye to Twitter saying""Making space for more +ve energies; too much trolling""!!

Wonde…"
1447,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
1448,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1449,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
1450,whitelist Indispensable @Kawsar7a @JAGSIRS84649785 @Brahmastra_4 @MdShaAlamMiha1 @amity_kane @Sohel4400 @SeanJac01600801 @Crypto_Curts @GJongjang @ATclub_Art @DinhTha82 https://t.co/jBDBbstcYF
1451,"RT @RanbirKUniverse: Brahmastra as well as YJHD album ruling the charts 💥💥

#brahmastra https://t.co/AcRMffSf37"
1452,"RT @MumbaichaDon: Heard that Karan""Joker""has bid Good-bye to Twitter saying""Making space for more +ve energies; too much trolling""!!

Wonde…"
1453,"So #HrithikRoshan  next is  #Brahmastra  part 2 🔥🔥🔥🔥

#VikramVedha https://t.co/fgynzji594 https://t.co/ZuaAk5ZYCB"
1454,"RT @MumbaichaDon: Heard that Karan""Joker""has bid Good-bye to Twitter saying""Making space for more +ve energies; too much trolling""!!

Wonde…"
1455,"RT @SRKMIDDLEFINGER: Best Cameo of 2022! 
No debate 🔥

#ShahRukhKhan𓀠 #Brahmastra https://t.co/2lwm5RGeuV"
1456,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
1457,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1458,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1459,"@fut_dragons @GemsOfBollywood Brother, nobody, like nobody will spend 200-400 Crores to make a sure shot flop movie to just satisfy their “Ego”. If Brahmastra really  bombed, they will come with some excuse or pretext to postpone the movie and then put it into cold box."
1460,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1461,"RT @MumbaichaDon: Heard that Karan""Joker""has bid Good-bye to Twitter saying""Making space for more +ve energies; too much trolling""!!

Wonde…"
1462,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
1463,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1464,"RT @sonymusicindia: POV: #RanbirKapoor melting your heart with his dance moves 😍

#Brahmastra #KesariyaDanceMix #DanceKaBhoot #DevaDeva htt…"
1465,"RT @RanbirKUniverse: Brahmastra as well as YJHD album ruling the charts 💥💥

#brahmastra https://t.co/AcRMffSf37"
1466,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
1467,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1468,"Fashion Battle: #KeerthySuresh Or #MouniRoy: Who Is The Ultimate Fashionista In Halter Neck Backless Gown? Follow Us on @iwmbuzz 

 #Brahmastra #Brahmastrastar #KeerthySuresh #MouniRoy #MouniRoy'soutfit

https://t.co/Y9BHJuL8Jh"
1469,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
1470,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
1471,"RT @teamsrkfc: We all loved #ShahRukhKhan in #Brahmastra 😍

@iamsrk

Now, can't wait to see him on big screen with #Pathaan 🎉 https://t.co/…"
1472,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
1473,"RT @Rk_is_unique: Boycott gang, Taran chachu destroyed LSC. Thank God, brahmastra fought with them , but still they ruined some extent"
1474,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
1475,"@BlogDrive you are in the verge of madness because of Brahmastra tweets . 
Medication and Therapy is must . even Karan got enough of this nonsense"
1476,RT @BlogDrive: #Brahmastra is a clean Hit. Any Goon who thinks that he is a trade analyst just because some producers paid him money to sto…
1477,"RT @Walede16: Cheap attention seeking tactics. He knew people can now see through how huge of a disaster #Brahmastra has been, so he is try…"
1478,"RT @RanbirKUniverse: Brahmastra as well as YJHD album ruling the charts 💥💥

#brahmastra https://t.co/AcRMffSf37"
1479,RT @BlogDrive: #Brahmastra is a clean Hit. Any Goon who thinks that he is a trade analyst just because some producers paid him money to sto…
1480,"No need to be angry with #Twitter @karanjohar. The movies flopped, cos they lacked decent and interesting content.  

Choose #content wisely. Stop using those run-of-the-mill subjects repeatedly. 
#brahmastra"
1481,"RT @seeuatthemovie: never getting over this #Brahmastra 
https://t.co/zjplXb92V4"
1482,"RT @tollymasti: #Brahmastra 28 Days collections ✅
#Ranbirkapoor #AliaBhatt #Nagarjuna #Mouniroy #AmitabhBachchan 
Follow us 👉 @tollymasti h…"
1483,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
